physical_link_id,endpoint_a,endpoint_b,longitude_a,latitude_a,longitude_b,latitude_b,hulten,primitive_F
122_126,122,126,-84.658805999999998,42.742629999999998,-83.694884999999999,43.003059,0.00032487949475306461,0.00019310776528694951
122_131,122,131,-84.658805999999998,42.742629999999998,-83.160324000000003,42.370358000000003,0.0007194263487829949,0.0004338892369674568
123_134,123,134,-85.320487999999997,34.986572000000002,-84.357856999999996,33.886284000000003,0.00085027399699129716,0.0005133110799658109
123_135,123,135,-85.320487999999997,34.986572000000002,-84.066733999999997,35.906177999999997,0.000524014199124309,0.00032376303228146529
124_125,124,125,-84.519447,39.141972000000003,-84.513748000000007,38.103523000000003,0.00057053438333461268,0.00041229694019711887
124_127,124,127,-84.519447,39.141972000000003,-84.207558000000006,39.719872000000002,0.000850624470542265,0.00058443582956494203
124_136,124,136,-84.519447,39.141972000000003,-82.976867999999996,39.960003,0.00055079838238795531,0.00037682923650610742
125_135,125,135,-84.513748000000007,38.103523000000003,-84.066733999999997,35.906177999999997,0.00040992946968146908,0.00027778346466343282
125_147,125,147,-84.513748000000007,38.103523000000003,-81.587097,38.403365999999998,0.00026407625931287247,0.00017227940181855172
126_131,126,131,-83.694884999999999,43.003059,-83.160324000000003,42.370358000000003,0.00081780192460031574,0.00051734513750591833
127_128,127,128,-84.207558000000006,39.719872000000002,-84.000998999999993,39.855666999999997,0.00051421211690286586,0.00036097345781257995
127_129,127,129,-84.207558000000006,39.719872000000002,-83.530097999999995,41.576542000000003,0.00041542614680767722,0.00028564977054715691
128_136,128,136,-84.000998999999993,39.855666999999997,-82.976867999999996,39.960003,0.00058761173597817547,0.00041052632352857907
129_133,129,133,-83.530097999999995,41.576542000000003,-83.314682000000005,42.069653000000002,0.00047624312203238154,0.0003385436263081314
129_140,129,140,-83.530097999999995,41.576542000000003,-81.738190000000003,41.382088000000003,0.00042368724676854127,0.00028636648597213572
130_132,130,132,-84.963470000000001,32.978099999999998,-84.924080000000004,32.405132000000002,0.00026928685994957019,0.00016734849707362919
130_134,130,134,-84.963470000000001,32.978099999999998,-84.357856999999996,33.886284000000003,0.00091429160594743992,0.00044937205807438034
131_133,131,133,-83.160324000000003,42.370358000000003,-83.314682000000005,42.069653000000002,0.0008074741593138982,0.00055572174149883424
134_137,134,137,-84.357856999999996,33.886284000000003,-83.788376,34.315947999999999,0.00096403911287536702,0.00055824096363566562
134_139,134,139,-84.357856999999996,33.886284000000003,-83.711708000000002,32.846336000000001,0.00090044596511933074,0.00059716395036208542
134_146,134,146,-84.357856999999996,33.886284000000003,-82.220466999999999,34.735259999999997,0.00069842031739771472,0.00043846203574116516
134_151,134,151,-84.357856999999996,33.886284000000003,-82.034217999999996,33.519660999999999,0.00051482329196036016,0.00036674285386208231
135_138,135,138,-84.066733999999997,35.906177999999997,-83.388205999999997,36.067165000000003,0.00079831563878487066,0.00042343014773261231
136_140,136,140,-82.976867999999996,39.960003,-81.738190000000003,41.382088000000003,0.00049820496807000158,0.00033092680093082204
136_145,136,145,-82.976867999999996,39.960003,-81.593581999999998,40.008018,0.00043656984865285067,0.00027933816329708697
138_143,138,143,-83.388205999999997,36.067165000000003,-82.516098,36.425144000000003,0.00025922768018888721,0.00014978952786162404
138_144,138,144,-83.388205999999997,36.067165000000003,-82.552811000000005,35.679943000000002,0.00025763033209803577,0.00012630538039253334
139_150,139,150,-83.711708000000002,32.846336000000001,-82.733649999999997,30.272911000000001,0.00034641807909557533,0.00019219167980252637
139_167,139,167,-83.711708000000002,32.846336000000001,-81.190185999999997,32.078158999999999,0.00021154127997131109,0.00012726503202382936
13_15,13,15,-120.51105,46.970801999999999,-119.18501000000001,46.250419999999998,0.00017623785781913163,8.5245243988736619e-05
13_27,13,27,-120.51105,46.970801999999999,-112.55275,45.993332000000002,0.00013726724901460039,6.0665726888669233e-05
140_142,140,142,-81.738190000000003,41.382088000000003,-81.525115999999997,41.207808999999997,0.00053555608155959878,0.00034935254661976501
140_153,140,153,-81.738190000000003,41.382088000000003,-80.059096999999994,42.067390000000003,0.00042733856724115886,0.00028353399296658676
141_143,141,143,-82.548873999999998,36.535007,-82.516098,36.425144000000003,0.00028980836764816247,0.00022647971594891549
141_156,141,156,-82.548873999999998,36.535007,-81.083541999999994,36.992142000000001,0.00028505920022695871,0.00017837439588132777
142_145,142,145,-81.525115999999997,41.207808999999997,-81.593581999999998,40.008018,0.00038457842227457268,0.00024154796898981796
142_148,142,148,-81.525115999999997,41.207808999999997,-80.544403000000003,41.106003000000001,0.00031921687701510002,0.00021969576880148146
143_144,143,144,-82.516098,36.425144000000003,-82.552811000000005,35.679943000000002,0.00025763033209803577,0.00015760332565268557
144_149,144,149,-82.552811000000005,35.679943000000002,-82.091239999999999,34.931705000000001,0.00030839336176568079,0.00017836741048942809
144_160,144,160,-82.552811000000005,35.679943000000002,-80.922470000000004,35.792831,0.00029235050039767591,0.0001488375232790017
145_147,145,147,-81.593581999999998,40.008018,-81.587097,38.403365999999998,0.00020910566053939142,0.00013600670545085505
145_155,145,155,-81.593581999999998,40.008018,-80.031807000000001,40.467091000000003,0.0002782255929970627,0.00020208840312613404
146_149,146,149,-82.220466999999999,34.735259999999997,-82.091239999999999,34.931705000000001,0.00054807564235194819,0.000359538531917792
146_165,146,165,-82.220466999999999,34.735259999999997,-81.010925,33.994663000000003,0.00039453976604585659,0.00023874454240246256
147_152,147,152,-81.587097,38.403365999999998,-81.166573,37.818607,0.00028911985177983304,0.00013832676182657383
147_162,147,162,-81.587097,38.403365999999998,-79.985343999999998,39.631996000000001,0.00020139355493266112,0.00012066939413250808
148_153,148,153,-80.544403000000003,41.106003000000001,-80.059096999999994,42.067390000000003,0.00019038305593722967,0.0001330794863644533
148_154,148,154,-80.544403000000003,41.106003000000001,-80.382430999999997,40.852702999999998,0.00017054429285224214,0.00010738967496037996
148_155,148,155,-80.544403000000003,41.106003000000001,-80.031807000000001,40.467091000000003,0.00021632700775959656,0.00016751338226331377
148_187,148,187,-80.544403000000003,41.106003000000001,-77.726089000000002,40.941971000000002,0.00023053340789402338,0.0001631771756476636
149_163,149,163,-82.091239999999999,34.931705000000001,-80.855362,35.231555999999998,0.00067639966835375998,0.00045484275243478267
14_15,14,15,-119.41771,45.799281999999998,-119.18501000000001,46.250419999999998,0.0001675510753439823,8.464164113033085e-05
14_19,14,19,-119.41771,45.799281999999998,-113.40517,42.524470999999998,0.00015361870485228828,6.5497266402690055e-05
150_158,150,158,-82.733649999999997,30.272911000000001,-82.397316000000004,28.053470999999998,0.0004674458978607728,0.00025094833809903691
150_164,150,164,-82.733649999999997,30.272911000000001,-81.667327999999998,30.346813000000001,0.00031620824586762759,0.00017192970639836572
151_165,151,165,-82.034217999999996,33.519660999999999,-81.010925,33.994663000000003,0.00037046452851075088,0.0002555082846795815
152_156,152,156,-81.166573,37.818607,-81.083541999999994,36.992142000000001,0.00025366001144988543,0.0001002928027426423
152_172,152,172,-81.166573,37.818607,-79.393828999999997,37.796866999999999,0.00010631719034835778,3.7027756912437604e-05
153_166,153,166,-80.059096999999994,42.067390000000003,-78.852469999999997,43.027842999999997,0.00032208388478848431,0.00022306892246954811
153_186,153,186,-80.059096999999994,42.067390000000003,-77.372626999999994,42.383853999999999,9.9718015465552067e-05,6.7797136280592661e-05
154_155,154,155,-80.382430999999997,40.852702999999998,-80.031807000000001,40.467091000000003,0.00021820839590761101,0.00014772200712034794
155_162,155,162,-80.031807000000001,40.467091000000003,-79.985343999999998,39.631996000000001,0.0001810982766026677,0.00013274749606124713
155_179,155,179,-80.031807000000001,40.467091000000003,-78.517944,40.055855000000001,0.00030439527530299552,0.00021413453403705486
156_157,156,157,-81.083541999999994,36.992142000000001,-80.936981000000003,36.947043999999998,0.00029749433222439934,0.00011568253050339776
157_161,157,161,-80.936981000000003,36.947043999999998,-80.630736999999996,36.450920000000004,0.00027995527920286577,0.00011803158392453617
157_168,157,168,-80.936981000000003,36.947043999999998,-79.952560000000005,37.307205000000003,0.00040373192723775701,0.00020282449294830462
158_159,158,159,-82.397316000000004,28.053470999999998,-82.514290000000003,27.574252999999999,0.00078043240961360406,0.00054225167956985525
158_173,158,173,-82.397316000000004,28.053470999999998,-81.071083000000002,29.157426999999998,0.00093019507938248733,0.00060693896926444692
159_193,159,193,-82.514290000000003,27.574252999999999,-80.243851000000006,25.982047999999999,0.00052216199983993962,0.00034074764285282812
160_161,160,161,-80.922470000000004,35.792831,-80.630736999999996,36.450920000000004,0.00028868950210065002,0.00013675073141979695
160_163,160,163,-80.922470000000004,35.792831,-80.855362,35.231555999999998,0.00072392659165582552,0.00043665578783308521
160_169,160,169,-80.922470000000004,35.792831,-80.041870000000003,36.053482000000002,0.00043226144479512291,0.00027779724217030463
162_182,162,182,-79.985343999999998,39.631996000000001,-78.007919000000001,39.651299000000002,0.0002031751469910655,0.00010937755911049563
163_165,163,165,-80.855362,35.231555999999998,-81.010925,33.994663000000003,0.00052635337017601952,0.00032716372705762569
163_171,163,171,-80.855362,35.231555999999998,-79.862945999999994,35.956843999999997,0.00061052977832881639,0.00046965749005844679
164_167,164,167,-81.667327999999998,30.346813000000001,-81.190185999999997,32.078158999999999,0.00047240865895589008,0.00028801886041626869
164_173,164,173,-81.667327999999998,30.346813000000001,-81.071083000000002,29.157426999999998,0.00054390106508582763,0.00036879749939423335
165_170,165,170,-81.010925,33.994663000000003,-80.530518000000001,33.359245000000001,0.00044616406211059361,0.00017984147917372154
165_178,165,178,-81.010925,33.994663000000003,-79.859322000000006,34.197285000000001,0.00031934996754682252,0.00016381198794403071
166_174,166,174,-78.852469999999997,43.027842999999997,-77.932937999999993,43.036861000000002,0.00044198356910391917,0.00032874600996818197
167_170,167,170,-81.190185999999997,32.078158999999999,-80.530518000000001,33.359245000000001,0.00038917391674876288,0.00014172733576322925
168_172,168,172,-79.952560000000005,37.307205000000003,-79.393828999999997,37.796866999999999,0.00034786757183864921,0.00015802011450658508
169_171,169,171,-80.041870000000003,36.053482000000002,-79.862945999999994,35.956843999999997,0.00050908349698042374,0.00041171902042003985
16_18,16,18,-115.17224,36.120438,-112.55441,38.583644999999997,0.00025747804403406438,0.00012618259724781947
170_178,170,178,-80.530518000000001,33.359245000000001,-79.859322000000006,34.197285000000001,0.00026103855107381142,0.00010055622751690372
170_180,170,180,-80.530518000000001,33.359245000000001,-79.937256000000005,32.838752999999997,0.00047956261580444059,0.00019976655984159657
171_175,171,175,-79.862945999999994,35.956843999999997,-79.767509000000004,35.043239999999997,0.00017223218448733977,0.00014659124399057103
171_185,171,185,-79.862945999999994,35.956843999999997,-78.910469000000006,35.934952000000003,0.00076991823034604787,0.00056590860342167044
172_176,172,176,-79.393828999999997,37.796866999999999,-79.050781000000001,38.118000000000002,0.00036987080079866881,0.00011446344524708497
173_193,173,193,-81.071083000000002,29.157426999999998,-80.243851000000006,25.982047999999999,0.00081146960141329437,0.00043856770366316691
174_177,174,177,-77.932937999999993,43.036861000000002,-77.615325999999996,43.061455000000002,0.00029229562304405903,0.00022460907821145003
176_184,176,184,-79.050781000000001,38.118000000000002,-77.250168000000002,38.970768,0.00055313229197456488,0.00020819792794664717
176_198,176,198,-79.050781000000001,38.118000000000002,-77.407532000000003,37.520870000000002,0.00036531726173789951,0.00015303017488755536
177_186,177,186,-77.615325999999996,43.061455000000002,-77.372626999999994,42.383853999999999,0.00017513760095596041,0.00012713121326428335
177_196,177,196,-77.615325999999996,43.061455000000002,-76.117515999999995,43.069389000000001,0.00034850731692425595,0.0002502042004084719
178_183,178,183,-79.859322000000006,34.197285000000001,-79.251769999999993,34.643149999999999,0.00028846552180392072,0.00015579743460224316
179_181,179,181,-78.517944,40.055855000000001,-78.232498000000007,39.988373000000003,0.00028077369601008448,0.0001532297996016844
179_187,179,187,-78.517944,40.055855000000001,-77.726089000000002,40.941971000000002,0.00017138000979289618,0.00010915998925321061
17_21,17,21,-111.87371,33.130477999999997,-111.66146999999999,35.175975999999999,0.0004218870896441592,0.00027921014341195126
17_22,17,22,-111.87371,33.130477999999997,-110.93022999999999,32.120246999999999,0.00041685489356659678,0.00029589758509588227
181_182,181,182,-78.232498000000007,39.988373000000003,-78.007919000000001,39.651299000000002,0.00025162198703228511,0.00011806988781526278
181_189,181,189,-78.232498000000007,39.988373000000003,-77.137107999999998,40.205334000000001,0.00019400816177336542,0.00010714243325090377
182_184,182,184,-78.007919000000001,39.651299000000002,-77.250168000000002,38.970768,0.00088382655076988401,0.00037995026662333153
182_189,182,189,-78.007919000000001,39.651299000000002,-77.137107999999998,40.205334000000001,0.00027205327014591445,0.0001401942009474296
183_190,183,190,-79.251769999999993,34.643149999999999,-78.552009999999996,35.356613000000003,0.00032638040264215001,0.00018204283694393686
184_198,184,198,-77.250168000000002,38.970768,-77.407532000000003,37.520870000000002,0.0011351820050656681,0.00053352021401322728
184_200,184,200,-77.250168000000002,38.970768,-76.678421,39.361033999999997,0.0013376889269058889,0.00054281724563564324
185_188,185,188,-78.910469000000006,35.934952000000003,-78.620536999999999,35.809627999999996,0.00085723216191054994,0.00067272591113416301
185_198,185,198,-78.910469000000006,35.934952000000003,-77.407532000000003,37.520870000000002,0.00035161929633181863,0.00020329228870264858
186_192,186,192,-77.372626999999994,42.383853999999999,-76.786797000000007,42.095931999999998,0.00018348289798917703,0.0001297801287321968
187_195,187,195,-77.726089000000002,40.941971000000002,-76.813659999999999,41.030380000000001,0.00025587768082383394,0.00017192887806178196
188_190,188,190,-78.620536999999999,35.809627999999996,-78.552009999999996,35.356613000000003,0.00061612568723205645,0.00044857847730675948
189_200,189,200,-77.137107999999998,40.205334000000001,-76.678421,39.361033999999997,0.00056066908174752723,0.00027275098346205299
189_201,189,201,-77.137107999999998,40.205334000000001,-76.526236999999995,40.424263000000003,0.00040033135783248557,0.0002454429949498197
189_206,189,206,-77.137107999999998,40.205334000000001,-75.900054999999995,40.237029999999997,0.00022061380417049035,0.00012852738905315815
18_25,18,25,-112.55441,38.583644999999997,-111.76470999999999,40.744610000000002,0.00039822437278214345,0.00017028257630797585
18_34,18,34,-112.55441,38.583644999999997,-104.91034000000001,39.751536999999999,0.00016178046944250699,7.2085355595076766e-05
190_197,190,197,-78.552009999999996,35.356613000000003,-77.999313000000001,35.770912000000003,0.00030013207097447629,0.00018767373212068164
190_203,190,203,-78.552009999999996,35.356613000000003,-77.921775999999994,34.305636999999997,0.00019855756254189477,0.00012310690434662276
191_195,191,195,-77.041008000000005,41.231270000000002,-76.813659999999999,41.030380000000001,0.00023166686105798902,0.00016327917963200128
194_196,194,196,-75.983337000000006,44.347377999999999,-76.117515999999995,43.069389000000001,0.00019524357013593594,0.00012934824979265129
195_204,195,204,-76.813659999999999,41.030380000000001,-75.810294999999996,41.233756999999997,0.00031079275342054064,0.00019730227298475834
196_202,196,202,-76.117515999999995,43.069389000000001,-75.774162000000004,42.131680000000003,0.00028472909099946421,0.00019662125048458068
196_211,196,211,-76.117515999999995,43.069389000000001,-73.846573000000006,42.742001000000002,0.0002495715041196014,0.00015935389785300884
197_198,197,198,-77.999313000000001,35.770912000000003,-77.407532000000003,37.520870000000002,0.00038923002086885402,0.00023989435238889743
197_199,197,199,-77.999313000000001,35.770912000000003,-78.008064000000005,35.39875,0.00012645871939920156,0.00011038385455516253
198_208,198,208,-77.407532000000003,37.520870000000002,-76.254379,36.861094999999999,0.00065359391602773311,0.00035117408121385096
19_23,19,23,-113.40517,42.524470999999998,-112.26123,41.786411000000001,6.959575700698268e-05,3.377276887025345e-05
19_24,19,24,-113.40517,42.524470999999998,-112.46004000000001,42.908721999999997,7.1298945056940915e-05,4.2002551418902735e-05
1_2,1,2,-122.16119,37.734256999999999,-122.07423,38.235764000000003,0.0012941207517548998,0.00062699004470249649
1_4,1,4,-122.16119,37.734256999999999,-121.37708000000001,37.718871999999998,0.0012525463992623684,0.00054895438934068484
200_209,200,209,-76.678421,39.361033999999997,-75.15213,39.979644999999998,0.00096566237027415546,0.0004255818044035613
201_204,201,204,-76.526236999999995,40.424263000000003,-75.810294999999996,41.233756999999997,0.00027651245450792411,0.00017175263042109852
201_205,201,205,-76.526236999999995,40.424263000000003,-75.629669000000007,40.814342000000003,0.00028670066829252123,0.0001748425302874008
202_204,202,204,-75.774162000000004,42.131680000000003,-75.810294999999996,41.233756999999997,0.00027677269256933809,0.0001830343057970763
202_211,202,211,-75.774162000000004,42.131680000000003,-73.846573000000006,42.742001000000002,0.00013878044637761052,9.1063220952455353e-05
204_205,204,205,-75.810294999999996,41.233756999999997,-75.629669000000007,40.814342000000003,0.00024996448376582968,0.00015069651422464488
204_207,204,207,-75.810294999999996,41.233756999999997,-75.390456999999998,41.070072000000003,0.00024038598382354856,0.00014207139337420616
204_214,204,214,-75.810294999999996,41.233756999999997,-74.157134999999997,41.493008000000003,0.00026900513439182195,0.00013743479845934039
205_207,205,207,-75.629669000000007,40.814342000000003,-75.390456999999998,41.070072000000003,0.00030682599039516572,0.00017779514070853989
205_209,205,209,-75.629669000000007,40.814342000000003,-75.15213,39.979644999999998,0.00055032054321547833,0.00028794862405115646
205_212,205,212,-75.629669000000007,40.814342000000003,-74.018005000000002,40.777068999999997,0.00070252008917038049,0.00035645823483836613
206_209,206,209,-75.900054999999995,40.237029999999997,-75.15213,39.979644999999998,0.00054813542677146219,0.00028009475308390941
207_212,207,212,-75.390456999999998,41.070072000000003,-74.018005000000002,40.777068999999997,0.00079342591118718977,0.00039317528814229014
209_212,209,212,-75.15213,39.979644999999998,-74.018005000000002,40.777068999999997,0.0010729116387066496,0.00051749462235809666
20_22,20,22,-110.94562999999999,31.334050999999999,-110.93022999999999,32.120246999999999,0.00025466256863104368,0.00014765967464414428
210_211,210,211,-73.451995999999994,45.008780999999999,-73.846573000000006,42.742001000000002,0.00024110909995874848,0.00015793626121964508
211_214,211,214,-73.846573000000006,42.742001000000002,-74.157134999999997,41.493008000000003,0.0003949092681079146,0.00019972593534619854
211_219,211,219,-73.846573000000006,42.742001000000002,-72.599754000000004,42.167518999999999,0.00030686434729359537,0.00016704000476275269
212_214,212,214,-74.018005000000002,40.777068999999997,-74.157134999999997,41.493008000000003,0.00081670593143217958,0.00033928244926085985
212_218,212,218,-74.018005000000002,40.777068999999997,-72.857422,41.467711999999999,0.00098971549875124685,0.00040953333140485561
213_216,213,216,-73.084412,45.015484000000001,-72.329414,43.634841999999999,0.0001787252577008575,9.5860249687694261e-05
215_217,215,217,-72.087761,45.005848,-72.014481000000004,44.398071000000002,4.9742125512326687e-05,3.4264803476116677e-05
216_217,216,217,-72.329414,43.634841999999999,-72.014481000000004,44.398071000000002,7.5769527442570602e-05,4.4041973268984036e-05
216_219,216,219,-72.329414,43.634841999999999,-72.599754000000004,42.167518999999999,0.00020073335556070623,0.00010316973864498422
216_223,216,223,-72.329414,43.634841999999999,-71.492660999999998,43.216797,0.00020534700617871605,0.00010544262666954279
217_223,217,223,-72.014481000000004,44.398071000000002,-71.492660999999998,43.216797,0.0001607655818952082,8.8644023754511366e-05
218_220,218,220,-72.857422,41.467711999999999,-72.642478999999994,41.790484999999997,0.00095791746638419816,0.00041826825293232744
218_222,218,222,-72.857422,41.467711999999999,-72.194832000000005,41.374499999999998,0.00073252693343904812,0.00031991151924741745
219_220,219,220,-72.599754000000004,42.167518999999999,-72.642478999999994,41.790484999999997,0.00087929792869928145,0.00042609531235931911
219_221,219,221,-72.599754000000004,42.167518999999999,-71.801879999999997,42.280949,0.00052553050974801611,0.00022602154611845278
21_30,21,30,-111.66146999999999,35.175975999999999,-106.57821,35.105896000000001,0.00019804047774683127,0.00012080812538039755
220_221,220,221,-72.642478999999994,41.790484999999997,-71.801879999999997,42.280949,0.0005540572193732297,0.00023830049319565732
221_222,221,222,-71.801879999999997,42.280949,-72.194832000000005,41.374499999999998,0.00036268102236906895,0.00015601840501372667
221_224,221,224,-71.801879999999997,42.280949,-71.187186999999994,42.487869000000003,0.0008371022326182575,0.00035631397704080127
221_225,221,225,-71.801879999999997,42.280949,-71.366714000000002,41.874588000000003,0.00079028653399503457,0.00035004428996242309
222_225,222,225,-72.194832000000005,41.374499999999998,-71.366714000000002,41.874588000000003,0.00069725450758645259,0.00034689561101677581
223_224,223,224,-71.492660999999998,43.216797,-71.187186999999994,42.487869000000003,0.00083763598508048516,0.00040177849313118149
224_225,224,225,-71.187186999999994,42.487869000000003,-71.366714000000002,41.874588000000003,0.0011282645960548389,0.00055646679804647377
224_226,224,226,-71.187186999999994,42.487869000000003,-70.278717,43.751911,0.0006393628796963548,0.00034464151670676019
226_227,226,227,-70.278717,43.751911,-69.824141999999995,44.205905999999999,0.00031342765697698813,0.00019091713931043583
227_228,227,228,-69.824141999999995,44.205905999999999,-67.781715000000005,46.134487,0.00011807365877533147,7.7190435171416695e-05
22_29,22,29,-110.93022999999999,32.120246999999999,-106.85567,32.295299999999997,0.00028508561659837183,0.00016566471539425695
23_24,23,24,-112.26123,41.786411000000001,-112.46004000000001,42.908721999999997,0.0001258881039674952,7.995168587479425e-05
23_26,23,26,-112.26123,41.786411000000001,-112.00876,41.174511000000003,0.00032795344439992406,0.00018068074439133006
24_27,24,27,-112.46004000000001,42.908721999999997,-112.55275,45.993332000000002,5.9935388122502481e-05,3.7529774389092021e-05
25_26,25,26,-111.76470999999999,40.744610000000002,-112.00876,41.174511000000003,0.00092425281341133782,0.00052677877125521864
25_35,25,35,-111.76470999999999,40.744610000000002,-104.85574,41.098655999999998,0.00012332314245696894,6.0654851475256092e-05
27_28,27,28,-112.55275,45.993332000000002,-111.95966,48.998089,3.8749022065500737e-05,1.4858834850522544e-05
27_31,27,31,-112.55275,45.993332000000002,-108.23247000000001,45.812038000000001,0.00010035070528085779,5.9475001576902761e-05
29_30,29,30,-106.85567,32.295299999999997,-106.57821,35.105896000000001,0.00013772782349356235,8.7047006674421793e-05
29_33,29,33,-106.85567,32.295299999999997,-104.05808,31.087886999999998,0.0002559506925120886,0.00010155285472763273
2_3,2,3,-122.07423,38.235764000000003,-121.64242,38.659126000000001,0.00094231525953376036,0.00050969341221217745
30_34,30,34,-106.57821,35.105896000000001,-104.91034000000001,39.751536999999999,0.0002110648338603194,0.00013869036805999683
30_37,30,37,-106.57821,35.105896000000001,-101.83798,35.186095999999999,0.00017309743378625164,0.00011174062217364091
31_32,31,32,-108.23247000000001,45.812038000000001,-106.68899,44.371547999999997,5.4202904670752895e-05,2.6500747542909712e-05
31_50,31,50,-108.23247000000001,45.812038000000001,-96.780799999999999,46.847672000000003,7.4106010294243388e-05,4.3107205466675635e-05
32_35,32,35,-106.68899,44.371547999999997,-104.85574,41.098655999999998,5.9000300371282776e-05,2.12480874458844e-05
